"","NEW_FID","RLI_1970","RLI_1980","RLI_2005","RLI_2020"
"1","5136",0.955813953488372,0.895348837209302,0.797674418604651,0.765116279069767
"2","5454",0.957647058823529,0.889411764705882,0.790588235294118,0.757647058823529
"3","5455",0.953846153846154,0.884615384615385,0.776923076923077,0.746153846153846
"4","5456",0.956923076923077,0.886153846153846,0.766153846153846,0.723076923076923
"5","5458",0.96,0.895555555555556,0.791111111111111,0.755555555555556
"6","5459",0.9575,0.8875,0.755,0.7075
"7","5460",0.961290322580645,0.894623655913979,0.774193548387097,0.733333333333333
"8","5461",0.958333333333333,0.885416666666667,0.760416666666667,0.716666666666667
"9","5769",0.957777777777778,0.9,0.813333333333333,0.782222222222222
"10","5770",0.95,0.876666666666667,0.76,0.713333333333333
"11","5772",0.963218390804598,0.885057471264368,0.744827586206896,0.696551724137931
"12","5773",0.965217391304348,0.889130434782609,0.745652173913044,0.691304347826087
"13","6064",0.952,0.882666666666667,0.778666666666667,0.741333333333333
"14","6065",0.956190476190476,0.876190476190476,0.731428571428571,0.683809523809524
"15","6066",0.957798165137615,0.875229357798165,0.730275229357798,0.68256880733945
"16","6343",0.952238805970149,0.880597014925373,0.773134328358209,0.737313432835821
"17","6344",0.948275862068966,0.875862068965517,0.76551724137931,0.717241379310345
"18","6345",0.956626506024096,0.867469879518072,0.706024096385542,0.64578313253012
"19","6348",0.958095238095238,0.868571428571429,0.718095238095238,0.666666666666667
"20","6617",0.953086419753086,0.891358024691358,0.802469135802469,0.777777777777778
"21","6890",0.950769230769231,0.876923076923077,0.778461538461538,0.750769230769231
"22","7161",0.955223880597015,0.886567164179104,0.794029850746269,0.770149253731343
"23","7162",0.948936170212766,0.863829787234043,0.74468085106383,0.71063829787234
"24","7426",0.952727272727273,0.872727272727273,0.763636363636364,0.734545454545455
"25","7427",0.951111111111111,0.862222222222222,0.742222222222222,0.706666666666667
"26","8231",0.96,0.876363636363636,0.774545454545455,0.730909090909091
"27","8502",0.945762711864407,0.833898305084746,0.667796610169491,0.559322033898305
"28","6618",0.957009345794393,0.867289719626168,0.717757009345794,0.665420560747664
"29","6892",0.94949494949495,0.85050505050505,0.692929292929293,0.642424242424242
"30","6893",0.947368421052632,0.850526315789474,0.694736842105263,0.646315789473684
"31","6901",0.948275862068966,0.83448275862069,0.675862068965517,0.617241379310345
"32","6902",0.946428571428571,0.828571428571429,0.671428571428571,0.610714285714286
"33","6903",0.942857142857143,0.821428571428571,0.667857142857143,0.607142857142857
"34","7163",0.942028985507246,0.831884057971015,0.652173913043478,0.588405797101449
"35","7164",0.946808510638298,0.851063829787234,0.695744680851064,0.646808510638298
"36","7170",0.947368421052632,0.835087719298246,0.67719298245614,0.617543859649123
"37","7171",0.95,0.835714285714286,0.675,0.614285714285714
"38","7172",0.940425531914894,0.812765957446808,0.659574468085106,0.595744680851064
"39","7173",0.942307692307692,0.811538461538462,0.653846153846154,0.588461538461538
"40","7174",0.944444444444444,0.818518518518519,0.662962962962963,0.6
"41","7429",0.95,0.85,0.692857142857143,0.64047619047619
"42","7435",0.955555555555555,0.840740740740741,0.681481481481482,0.622222222222222
"43","7436",0.943396226415094,0.815094339622642,0.660377358490566,0.59622641509434
"44","7695",0.94375,0.834375,0.653125,0.58125
"45","7697",0.95,0.854761904761905,0.697619047619048,0.642857142857143
"46","7698",0.948648648648649,0.854054054054054,0.7,0.640540540540541
"47","7703",0.954716981132075,0.837735849056604,0.675471698113208,0.615094339622641
"48","7704",0.953846153846154,0.834615384615385,0.673076923076923,0.611538461538462
"49","7705",0.941176470588235,0.811764705882353,0.654901960784314,0.588235294117647
"50","7965",0.942857142857143,0.84,0.677142857142857,0.611428571428571
"51","7966",0.942857142857143,0.837142857142857,0.691428571428571,0.634285714285714
"52","7972",0.952941176470588,0.835294117647059,0.670588235294118,0.607843137254902
"53","7973",0.94,0.812,0.652,0.584
"54","7974",0.94,0.812,0.652,0.584
"55","8232",0.937931034482759,0.820689655172414,0.658620689655172,0.593103448275862
"56","8233",0.941176470588235,0.826470588235294,0.679411764705882,0.620588235294118
"57","8234",0.938235294117647,0.820588235294118,0.670588235294118,0.611764705882353
